id_detalle,id_orden,id_producto,cantidad,precio_unitario,descuento,id_cliente,id_empleado
468,156,6,10,1.92,0.0,1084,18
469,157,55,18,3.0,0.0,1755,90
470,157,131,15,2.35,0.0,811,68
471,157,202,16,1.95,0.0,1580,175
472,158,146,10,1.75,12.47,605,46
473,158,51,8,1.44,61.12,769,52
474,158,175,7,14.15,0.0,566,169
475,159,154,1,9.41,0.0,582,121
476,159,227,18,20.37,0.0,275,159
477,159,84,7,2.07,0.0,1374,49
478,160,90,8,6.37,0.0,1382,97
479,160,215,19,12.72,0.0,96,111
480,160,275,5,42.31,0.0,295,188
481,161,90,18,6.37,0.0,1819,185
482,161,33,15,7.95,0.0,357,31
483,161,167,6,13.87,0.0,1879,69
484,162,191,10,2.94,0.0,1167,148
485,162,128,17,3.59,0.0,1151,12
486,162,201,20,1.96,0.0,1573,133
487,163,247,8,18.07,0.0,773,42
488,163,120,13,2.01,0.0,227,131
489,163,182,9,2.93,0.0,1022,177
490,164,195,18,3.63,0.0,1445,97
491,164,28,11,17.86,0.0,1185,56
492,164,183,7,1.55,0.0,403,162
493,165,272,9,45.53,0.0,1799,92
494,165,129,17,2.94,68.98,386,41
495,165,192,3,2.8,0.0,1235,91
496,166,246,11,9.11,0.0,851,91
497,166,30,19,8.31,0.0,1050,45
498,166,63,14,4.27,0.0,1319,3
499,167,278,19,62.03,0.0,76,34
500,167,223,4,6.74,0.0,1630,37
501,167,288,14,68.85,0.0,845,38
502,168,103,17,3.03,0.0,157,66
503,168,143,1,1.49,0.0,1704,115
504,168,288,10,68.85,0.0,1400,124
505,169,167,7,13.87,0.0,627,88
506,169,164,17,13.64,0.0,262,177
507,169,191,6,2.94,0.0,40,39
508,170,279,15,12.24,0.0,1455,52
509,170,55,15,3.0,0.0,1368,28
510,170,154,2,9.41,0.0,821,164
511,171,110,15,2.93,0.0,600,176
512,171,189,13,3.68,39.05,1230,174
513,171,107,8,1.81,0.0,1575,119
514,172,207,14,3.56,0.0,1735,36
515,172,259,3,5.29,0.0,1756,126
516,172,17,4,3.76,0.0,1911,80
517,173,99,7,1.77,0.0,1341,139
518,173,203,20,3.93,0.0,1412,73
519,173,79,1,3.86,0.0,1436,85
520,174,176,3,10.95,0.0,1394,174
521,174,258,2,9.48,0.0,517,98
522,174,247,11,18.07,0.0,423,152
523,175,250,1,20.07,0.0,1861,48
524,175,249,15,12.48,0.0,1372,38
525,175,176,8,10.95,28.48,1878,26
526,176,210,2,1.51,41.57,1956,49
527,176,4,3,2.77,0.0,757,46
528,176,104,20,1.66,0.0,879,35
529,177,165,12,18.56,0.0,1333,55
530,177,280,9,61.73,0.0,1045,36
531,177,153,8,9.98,0.0,822,170
532,178,162,9,13.77,0.0,456,14
533,178,258,11,9.48,0.0,1756,188
534,178,188,6,1.37,0.0,1540,118
535,179,281,11,18.77,0.0,1611,159
536,179,117,2,1.58,0.0,1090,148
537,179,270,11,12.28,0.0,936,32
538,180,164,18,13.64,0.0,1193,4
539,180,218,3,7.03,0.0,1507,86
540,180,239,8,23.14,0.0,931,42
541,181,50,14,1.13,0.0,582,185
542,181,294,19,28.93,0.0,117,128
543,181,272,19,45.53,0.0,980,11
544,182,169,18,12.9,0.0,1917,82
545,182,241,8,26.33,0.0,559,61
546,182,43,5,5.83,0.0,1059,189
547,183,223,10,6.74,0.0,351,26
548,183,170,10,14.52,0.0,775,80
549,183,116,15,2.87,51.99,1334,134
550,184,175,10,14.15,26.6,1649,98
551,184,231,3,20.25,0.0,1629,97
552,184,91,6,3.44,0.0,1630,117
553,185,93,1,4.57,0.0,1010,13
554,185,169,19,12.9,0.0,375,173
555,185,106,7,1.02,40.02,1722,128
556,186,77,11,2.8,0.0,647,63
557,186,173,3,8.14,0.0,1984,17
558,186,155,9,13.11,0.0,984,28
559,187,274,16,20.82,0.0,1264,90
560,187,86,15,3.17,0.0,877,143
561,187,274,15,20.82,0.0,1251,155
562,188,48,14,3.32,0.0,1986,30
563,188,18,17,8.87,0.0,1353,13
564,188,272,10,45.53,0.0,1793,141
565,189,256,5,11.22,0.0,1864,28
566,189,33,10,7.95,0.0,305,143
567,189,196,1,2.72,0.0,1536,187
568,190,165,18,18.56,0.0,1232,163
569,190,239,6,23.14,42.52,405,108
570,190,274,18,20.82,0.0,1674,92
571,191,197,8,2.36,0.0,672,158
572,191,152,2,10.64,0.0,171,47
573,191,63,13,4.27,0.0,1691,43
574,192,27,10,6.98,0.0,1963,155
575,192,133,9,4.19,0.0,201,114
576,192,48,14,3.32,0.0,1309,94
577,193,198,8,3.13,0.0,1427,88
578,193,24,2,7.3,0.0,1611,8
579,193,280,8,61.73,0.0,734,52
580,194,154,5,9.41,0.0,1645,163
581,194,230,20,36.67,0.0,861,117
582,194,8,13,1.77,0.0,1778,65
583,195,6,9,1.92,0.0,1391,178
584,195,158,8,10.72,0.0,1768,86
585,195,160,7,9.72,0.0,1022,76
586,196,79,18,3.86,0.0,1805,162
587,196,253,9,10.3,0.0,1027,200
588,196,105,5,3.58,0.2,353,167
589,197,64,5,3.24,0.0,1759,111
590,197,88,7,4.21,0.0,1205,124
591,197,130,11,4.19,0.0,1496,50
592,198,15,4,2.87,0.0,1126,138
593,198,77,20,2.8,0.0,649,133
594,198,222,1,6.74,0.0,1134,24
595,199,126,10,1.5,0.0,864,169
596,199,270,8,12.28,0.0,1331,103
597,199,127,5,4.94,0.0,1850,112
598,200,183,20,1.55,0.0,600,67
599,200,219,8,6.11,0.0,1776,98
600,200,166,13,17.86,0.0,360,59
601,201,25,18,6.33,0.0,1893,151
602,201,78,19,3.25,0.0,596,133
603,201,170,17,14.52,0.0,1827,2
604,202,179,15,8.62,0.0,1683,39
605,202,257,15,15.71,0.0,835,63
606,202,208,3,3.62,0.0,584,157
607,203,114,9,1.4,0.0,433,35
608,203,206,12,2.93,0.0,672,189
609,203,291,3,55.72,0.0,740,40
610,204,210,7,1.51,0.0,1116,135
611,204,13,1,3.71,58.73,794,194
612,204,15,16,2.87,0.0,89,157
613,205,10,2,3.73,0.0,683,125
614,205,74,15,1.61,0.0,1297,64
615,205,252,15,17.09,7.62,363,5
616,206,236,5,57.9,0.0,194,14
617,206,271,16,5.05,0.0,208,131
618,206,234,16,15.43,0.0,62,39
619,207,224,15,4.1,0.0,596,131
620,207,34,7,12.19,0.0,445,114
621,207,89,4,2.94,0.0,1715,85
622,208,157,10,21.61,0.0,1193,33
623,208,26,9,4.84,0.0,623,73
624,208,194,7,1.45,0.0,1760,3
625,209,251,12,8.22,0.0,346,102
626,209,150,20,2.45,0.0,948,71
627,209,26,14,4.84,0.0,1829,8
628,210,295,17,27.58,0.0,1845,8
629,210,120,4,2.01,0.0,225,6
630,210,28,12,17.86,53.79,1514,151
631,211,77,14,2.8,0.0,1990,130
632,211,53,3,2.76,0.0,821,127
633,211,35,13,6.85,0.0,1980,20
634,212,222,8,6.74,0.0,845,191
635,212,259,2,5.29,0.0,937,71
636,212,73,4,6.03,0.0,891,11
637,213,116,7,2.87,0.0,1501,115
638,213,221,19,8.81,47.79,538,157
639,213,86,2,3.17,0.0,1322,88
640,214,11,2,1.15,0.0,1236,161
641,214,88,20,4.21,0.0,145,198
642,214,103,13,3.03,0.0,1853,73
643,215,224,7,4.1,0.0,1338,51
644,215,249,5,12.48,0.0,189,3
645,215,132,9,1.69,0.0,344,52
646,216,150,1,2.45,46.08,735,75
647,216,171,19,13.93,0.0,1404,44
648,216,167,15,13.87,0.0,1386,32
649,217,82,1,4.74,0.0,1767,4
650,217,67,17,1.69,0.0,1193,137
651,217,185,19,1.28,26.71,101,19
652,218,184,15,0.56,0.0,675,12
653,218,197,7,2.36,0.0,1025,195
654,218,5,2,2.54,0.0,1470,182
655,219,1,12,3.38,0.0,671,183
656,219,196,18,2.72,0.0,1932,45
657,219,61,12,0.88,0.0,1196,127
658,220,217,16,3.58,0.0,977,75
659,220,105,18,3.58,0.0,1091,116
660,220,133,6,4.19,0.0,1415,137
661,221,112,15,1.48,0.0,1186,103
662,221,79,9,3.86,0.0,1859,70
663,221,186,6,1.5,0.0,774,52
664,222,45,19,5.44,3.73,1670,183
665,222,17,10,3.76,0.0,1967,141
666,222,9,18,4.08,0.0,453,131
667,223,125,8,2.23,0.0,1202,178
668,223,257,19,15.71,34.94,1804,77
669,223,200,17,5.24,0.0,1968,74
670,224,13,15,3.71,0.0,486,142
671,224,170,14,14.52,0.0,53,187
672,224,106,4,1.02,0.0,1660,9
673,225,278,17,62.03,0.0,116,129
674,225,16,4,1.39,0.0,1472,23
675,225,224,9,4.1,0.0,607,78
676,226,104,13,1.66,0.0,780,130
677,226,143,17,1.49,0.0,717,36
