id_orden,id_cliente,id_empleado,fecha_orden,hora_orden,metodo_pago,es_online,lugar_compra_fisica
38,1719,60,2025-01-23,18:54,Tarjeta,False,Barrio
39,1446,138,2025-02-28,21:32,Tarjeta,False,Barrio
40,1606,48,2025-08-16,17:38,Tarjeta,False,Barrio
41,323,80,2025-11-18,17:42,Tarjeta,False,Barrio
42,1471,108,2025-10-27,01:55,PayPal,True,Fuera
43,1853,135,2025-02-02,11:23,Efectivo,False,Barrio
44,758,198,2025-09-14,06:15,Efectivo,True,Barrio
45,1113,184,2025-10-30,17:34,Tarjeta,False,Barrio
46,1745,125,2025-05-15,12:32,Tarjeta,False,Barrio
47,1553,65,2025-04-24,13:33,Efectivo,False,Barrio
48,1561,144,2025-06-15,19:29,PayPal,False,Barrio
49,553,108,2025-10-21,19:17,Tarjeta,False,Barrio
50,188,143,2025-09-21,08:53,Efectivo,False,Barrio
51,218,57,2025-06-23,15:30,Tarjeta,False,Barrio
52,114,28,2025-07-08,02:12,Tarjeta,True,Fuera
53,25,1,2025-04-28,16:21,Tarjeta,False,Barrio
54,1298,93,2025-05-24,11:11,Tarjeta,True,Barrio
55,1161,167,2025-06-12,11:46,Transferencia,False,Barrio
56,667,82,2025-03-30,10:31,Tarjeta,False,Barrio
57,755,143,2025-06-11,13:59,Efectivo,False,Barrio
58,898,154,2025-08-06,21:01,Tarjeta,False,Barrio
59,1341,116,2025-12-06,08:26,PayPal,False,Barrio
60,881,171,2025-01-06,00:27,Tarjeta,True,Barrio
61,1314,107,2025-01-25,16:08,Transferencia,False,Barrio
62,414,121,2025-10-05,11:51,Efectivo,False,Barrio
63,571,192,2025-11-21,11:03,Bizum,False,Barrio
64,1402,164,2025-11-08,17:04,Tarjeta,False,Barrio
65,436,94,2025-05-01,18:26,Efectivo,False,Barrio
66,1039,179,2025-07-27,17:40,Efectivo,False,Barrio
67,78,63,2025-03-27,09:45,Tarjeta,False,Barrio
68,407,55,2025-12-10,12:41,Tarjeta,False,Barrio
69,265,18,2025-10-18,12:20,PayPal,False,Barrio
70,261,97,2026-01-01,12:50,Tarjeta,False,Barrio
71,1930,31,2025-07-14,12:19,Tarjeta,False,Barrio
72,1029,90,2025-10-13,13:35,Tarjeta,False,Barrio
73,1064,160,2025-05-08,12:44,Efectivo,True,Barrio
74,159,132,2025-05-05,06:16,Tarjeta,True,Barrio
75,199,182,2025-06-18,06:16,Transferencia,True,Barrio
76,676,110,2025-02-27,18:08,Efectivo,False,Barrio
77,178,95,2025-11-23,18:33,Tarjeta,False,Barrio
78,1331,97,2025-09-14,10:26,Tarjeta,False,Barrio
79,1475,156,2025-10-06,19:01,Efectivo,False,Barrio
80,1373,111,2025-08-19,19:54,Efectivo,False,Barrio
81,1520,6,2025-12-01,17:51,Efectivo,False,Barrio
82,590,182,2025-01-23,10:18,Efectivo,False,Barrio
83,1924,169,2025-09-21,18:06,Tarjeta,False,Barrio
84,263,150,2025-12-03,10:19,Transferencia,False,Barrio
85,693,77,2025-11-11,21:57,Tarjeta,False,Barrio
86,199,125,2025-08-17,11:56,Efectivo,False,Barrio
87,1077,170,2025-12-20,18:19,Efectivo,False,Barrio
88,1833,191,2025-08-30,12:00,Transferencia,False,Fuera
89,1983,6,2025-06-24,13:03,Efectivo,False,Barrio
90,1661,61,2025-03-29,11:38,Tarjeta,True,Barrio
91,615,78,2025-11-11,12:14,Efectivo,False,Barrio
92,30,142,2025-12-05,09:42,Bizum,False,Barrio
93,364,166,2025-12-06,12:33,Tarjeta,False,Fuera
94,342,29,2025-04-14,09:02,Tarjeta,False,Barrio
95,1374,78,2025-10-18,09:56,PayPal,False,Barrio
96,1772,62,2025-10-03,17:30,Tarjeta,False,Barrio
97,33,26,2025-05-07,21:12,Tarjeta,False,Barrio
98,1639,74,2025-02-16,03:55,Efectivo,True,Barrio
99,744,180,2025-09-04,09:13,Efectivo,False,Barrio
100,1960,143,2025-06-12,18:40,Tarjeta,False,Barrio
101,1566,19,2025-04-19,14:33,Bizum,False,Fuera
102,465,176,2025-07-28,12:54,Tarjeta,True,Barrio
103,221,114,2025-07-23,18:08,Efectivo,False,Barrio
104,1196,105,2025-10-19,08:08,Efectivo,False,Barrio
105,362,114,2025-04-08,09:53,Tarjeta,False,Barrio
106,691,99,2025-10-03,09:37,Tarjeta,False,Fuera
107,1227,106,2025-07-25,12:16,Efectivo,False,Barrio
108,883,164,2025-11-27,11:57,PayPal,False,Barrio
109,1025,185,2025-10-04,11:08,Efectivo,False,Barrio
110,312,29,2025-03-27,21:49,Bizum,False,Barrio
111,483,72,2025-06-16,13:29,Tarjeta,False,Barrio
112,268,147,2025-12-22,16:22,Efectivo,False,Barrio
113,1221,87,2025-11-26,16:50,Tarjeta,False,Barrio
114,461,189,2025-05-11,12:07,Tarjeta,False,Barrio
115,1601,22,2025-04-22,19:41,PayPal,False,Barrio
116,1204,46,2025-04-28,21:20,Tarjeta,False,Barrio
117,491,106,2025-11-01,15:58,PayPal,False,Barrio
118,1242,110,2025-03-20,21:37,Tarjeta,False,Barrio
119,1812,155,2025-02-07,09:21,Efectivo,False,Barrio
120,1874,51,2025-05-15,21:31,Tarjeta,True,Barrio
121,1921,86,2025-03-24,14:23,Bizum,False,Barrio
122,1825,151,2025-02-16,19:48,Tarjeta,False,Barrio
123,692,34,2025-04-12,09:41,Efectivo,False,Barrio
124,649,82,2025-02-11,19:24,Tarjeta,False,Barrio
125,1950,7,2025-08-31,23:31,PayPal,True,Barrio
126,1857,80,2025-12-31,03:42,Tarjeta,True,Fuera
127,249,146,2025-07-25,17:12,Tarjeta,False,Barrio
128,1726,50,2025-03-18,08:56,Efectivo,False,Barrio
129,1687,126,2025-12-26,13:52,Tarjeta,False,Barrio
130,1723,170,2025-04-18,12:15,Tarjeta,False,Barrio
131,858,185,2025-07-10,19:43,Tarjeta,False,Barrio
132,1874,136,2025-03-06,08:15,Tarjeta,False,Barrio
133,1002,9,2025-11-13,08:38,Efectivo,False,Barrio
134,1919,47,2025-06-07,23:37,Efectivo,True,Barrio
135,188,82,2025-03-19,03:31,Tarjeta,True,Fuera
136,901,47,2025-05-03,08:19,Efectivo,False,Fuera
137,874,94,2025-07-01,08:28,Efectivo,False,Barrio
138,1693,64,2025-09-28,13:55,Tarjeta,False,Barrio
139,1541,156,2025-11-15,23:32,Tarjeta,True,Barrio
140,1416,192,2025-11-05,17:13,Tarjeta,False,Barrio
141,1025,137,2025-01-05,19:20,Efectivo,False,Barrio
142,1810,95,2025-01-31,21:11,Efectivo,False,Barrio
143,605,95,2025-02-10,10:35,Tarjeta,False,Barrio
144,955,97,2025-09-04,12:08,Tarjeta,False,Barrio
145,1521,180,2025-11-13,08:47,Efectivo,False,Barrio
146,1015,198,2025-05-19,16:12,PayPal,False,Barrio
147,48,168,2025-01-21,17:37,Efectivo,False,Barrio
148,753,133,2025-02-11,20:50,Tarjeta,False,Barrio
149,230,155,2025-11-01,14:36,Tarjeta,False,Barrio
150,1591,133,2025-01-09,09:53,Tarjeta,False,Barrio
151,1160,107,2025-12-29,18:19,Tarjeta,False,Barrio
152,105,135,2025-04-14,14:21,Efectivo,True,Barrio
153,1585,122,2025-03-11,16:50,Efectivo,False,Barrio
154,274,40,2025-10-21,10:29,Efectivo,True,Barrio
155,1977,172,2026-01-01,17:51,Efectivo,True,Barrio
156,1230,9,2025-03-05,17:15,Efectivo,False,Barrio
157,104,105,2025-08-15,14:51,Tarjeta,False,Barrio
158,204,64,2025-10-27,14:28,Efectivo,False,Fuera
159,193,85,2025-06-21,17:41,Tarjeta,False,Barrio
160,1600,26,2025-05-01,11:01,Tarjeta,False,Barrio
161,1081,174,2025-04-07,11:28,Efectivo,False,Barrio
162,318,130,2025-09-26,14:37,Tarjeta,False,Barrio
163,1308,170,2025-12-21,15:55,Tarjeta,False,Barrio
164,42,190,2025-10-17,17:39,Tarjeta,False,Barrio
165,1846,169,2025-06-26,19:39,Efectivo,False,Barrio
166,625,127,2025-07-15,14:13,Tarjeta,False,Fuera
167,706,65,2025-05-12,20:16,Tarjeta,True,Barrio
168,1485,91,2025-12-14,19:18,Efectivo,False,Fuera
169,1454,90,2025-12-01,20:11,Tarjeta,False,Barrio
170,1859,101,2025-11-27,21:04,PayPal,False,Barrio
171,1689,45,2025-06-20,20:58,Efectivo,False,Barrio
172,893,105,2025-03-23,12:25,Tarjeta,False,Barrio
173,1353,140,2025-04-19,21:38,Bizum,False,Barrio
174,732,170,2025-06-19,09:54,Tarjeta,True,Barrio
175,1006,84,2025-07-09,19:48,Tarjeta,False,Barrio
176,643,28,2025-05-16,19:23,Tarjeta,False,Barrio
177,1565,126,2025-12-30,17:37,PayPal,False,Barrio
178,1148,114,2025-06-13,19:11,Transferencia,False,Barrio
179,1819,87,2025-11-02,05:20,Tarjeta,True,Barrio
180,1691,196,2025-10-13,17:29,Efectivo,False,Fuera
181,284,81,2025-08-08,16:33,Efectivo,False,Fuera
182,174,42,2025-11-23,15:15,PayPal,True,Barrio
183,633,13,2025-02-05,19:08,Tarjeta,False,Barrio
184,1575,196,2025-07-15,09:21,Efectivo,False,Barrio
185,1949,14,2025-02-28,19:22,Tarjeta,False,Barrio
186,59,8,2025-02-10,09:37,Efectivo,True,Fuera
187,1423,104,2025-03-17,20:11,Efectivo,False,Fuera
188,403,188,2025-02-08,09:45,Tarjeta,False,Barrio
189,493,61,2025-11-11,18:46,Efectivo,False,Barrio
190,1174,131,2025-12-06,11:49,Efectivo,False,Barrio
191,1996,113,2025-01-14,10:44,Efectivo,False,Barrio
192,1550,169,2025-04-23,13:28,Efectivo,True,Fuera
193,1019,47,2025-09-06,09:51,Tarjeta,False,Barrio
194,629,54,2025-09-28,10:50,Tarjeta,False,Barrio
195,1583,132,2025-01-01,09:39,Tarjeta,False,Barrio
196,1272,66,2025-07-26,08:49,Tarjeta,False,Barrio
197,91,26,2025-01-24,19:22,Transferencia,False,Barrio
198,1746,171,2025-02-03,12:36,Tarjeta,False,Barrio
199,624,181,2025-08-16,13:47,Efectivo,True,Fuera
200,348,180,2025-11-26,14:05,Efectivo,True,Barrio
201,1507,84,2025-09-13,10:40,Tarjeta,True,Barrio
202,621,115,2025-10-01,15:47,Tarjeta,False,Barrio
203,1686,130,2025-04-23,20:02,Tarjeta,False,Barrio
204,257,91,2025-01-29,11:44,Efectivo,False,Barrio
205,602,17,2025-09-28,11:40,Efectivo,True,Barrio
206,828,91,2025-02-09,21:07,Tarjeta,False,Barrio
207,787,64,2025-04-02,14:00,Efectivo,False,Barrio
208,866,44,2025-07-17,11:09,Tarjeta,False,Barrio
209,444,88,2025-03-17,13:33,Tarjeta,False,Barrio
210,815,165,2025-05-16,18:02,Efectivo,False,Barrio
211,1449,156,2025-02-17,10:58,Efectivo,False,Barrio
212,1239,152,2025-04-26,16:50,Efectivo,False,Barrio
213,1841,78,2025-11-25,14:22,Tarjeta,False,Barrio
214,401,198,2025-04-30,16:07,PayPal,False,Barrio
215,260,156,2025-08-29,08:29,Efectivo,False,Barrio
216,1588,168,2025-07-31,08:52,Tarjeta,False,Barrio
217,828,48,2025-11-06,19:58,Efectivo,False,Barrio
218,1363,110,2025-04-08,11:41,Tarjeta,False,Barrio
219,1761,159,2025-10-26,05:58,PayPal,True,Barrio
220,782,184,2025-03-19,13:17,Bizum,False,Barrio
221,849,7,2025-01-12,19:36,Efectivo,False,Fuera
222,573,81,2025-04-29,20:35,PayPal,False,Barrio
223,1705,104,2025-01-25,21:21,Efectivo,False,Barrio
224,60,105,2025-06-29,17:09,Tarjeta,False,Fuera
225,121,149,2025-08-27,16:23,Transferencia,False,Barrio
226,1761,166,2025-06-24,18:35,PayPal,False,Fuera
227,1797,47,2025-04-25,11:46,Tarjeta,False,Barrio
228,387,102,2025-12-15,21:08,Tarjeta,False,Barrio
229,134,163,2025-08-30,17:24,Efectivo,False,Barrio
230,1296,20,2025-06-14,04:52,Tarjeta,True,Barrio
231,855,98,2025-07-14,18:27,Tarjeta,True,Barrio
232,65,142,2025-11-21,11:22,Efectivo,False,Barrio
233,898,102,2025-06-27,20:35,Efectivo,False,Barrio
234,242,50,2025-01-03,15:06,Bizum,False,Barrio
235,1914,95,2025-10-24,08:15,Tarjeta,False,Barrio
236,112,136,2025-07-22,15:40,Tarjeta,False,Barrio
237,721,52,2025-09-21,18:11,Tarjeta,False,Barrio
238,852,142,2025-07-08,11:20,Tarjeta,False,Barrio
239,1366,124,2025-09-05,13:35,Tarjeta,False,Fuera
240,847,150,2025-02-20,13:59,Efectivo,False,Barrio
241,1090,45,2025-09-19,08:15,Tarjeta,False,Barrio
242,1003,189,2025-07-21,17:57,Tarjeta,False,Fuera
243,865,15,2025-07-15,20:31,Bizum,False,Barrio
244,1804,127,2025-03-05,10:42,Efectivo,False,Barrio
245,892,157,2025-01-31,15:39,Efectivo,False,Barrio
246,1923,180,2025-09-04,21:18,Tarjeta,False,Barrio
247,731,25,2025-08-02,09:52,PayPal,False,Barrio
248,1471,68,2025-01-17,19:28,PayPal,False,Barrio
249,95,8,2025-02-22,16:05,Tarjeta,False,Barrio
250,1673,112,2025-04-19,13:54,Tarjeta,False,Barrio
251,1187,5,2025-12-30,19:37,Efectivo,False,Barrio
252,1333,20,2025-01-30,12:03,Tarjeta,False,Barrio
253,178,195,2025-05-18,19:46,Tarjeta,False,Barrio
254,707,199,2025-09-02,08:46,PayPal,False,Barrio
255,386,122,2025-09-05,15:35,Tarjeta,False,Barrio
256,242,77,2025-03-07,12:02,Tarjeta,False,Barrio
257,831,200,2025-05-29,16:08,Efectivo,False,Fuera
258,1882,164,2025-04-17,14:59,PayPal,False,Barrio
259,568,95,2025-06-29,16:02,Tarjeta,False,Barrio
260,536,61,2025-08-06,12:55,Efectivo,False,Barrio
261,1668,179,2025-12-03,17:18,Tarjeta,False,Barrio
262,1264,99,2025-06-02,10:40,Tarjeta,False,Barrio
263,740,93,2025-09-14,14:05,Transferencia,False,Barrio
264,1,23,2025-07-28,20:12,PayPal,False,Barrio
265,1457,64,2025-01-14,10:32,Efectivo,False,Fuera
266,1516,179,2025-11-25,11:31,Efectivo,False,Barrio
267,1935,197,2025-10-09,13:20,Tarjeta,True,Barrio
268,289,66,2025-12-23,18:39,Tarjeta,False,Barrio
269,1408,85,2025-02-03,17:39,Tarjeta,True,Barrio
270,258,33,2025-04-23,10:36,Tarjeta,False,Barrio
271,1178,141,2025-10-07,14:38,PayPal,False,Barrio
272,296,89,2025-07-28,17:43,Efectivo,False,Fuera
273,197,93,2025-11-26,16:18,Tarjeta,False,Barrio
274,362,45,2025-11-04,10:49,Tarjeta,True,Barrio
275,97,87,2025-09-13,18:16,Tarjeta,False,Barrio
276,1279,20,2025-05-02,10:56,Bizum,False,Fuera
277,835,110,2025-10-12,19:29,PayPal,True,Barrio
278,1609,39,2025-01-02,20:10,Bizum,False,Barrio
279,193,13,2025-04-09,09:41,Transferencia,False,Barrio
280,499,32,2025-03-09,01:48,Tarjeta,True,Barrio
281,1881,65,2025-11-16,17:53,Efectivo,True,Barrio
282,1353,147,2025-08-12,13:06,Tarjeta,False,Barrio
283,958,135,2025-07-14,20:27,Tarjeta,False,Barrio
284,1189,57,2025-10-06,10:07,Bizum,False,Barrio
285,1479,91,2025-10-26,18:14,PayPal,False,Barrio
286,430,94,2025-05-14,19:49,Bizum,True,Barrio
287,1395,110,2025-05-21,09:33,PayPal,True,Barrio
288,1412,111,2025-12-17,16:29,Tarjeta,False,Barrio
289,489,179,2025-08-03,16:44,Tarjeta,False,Barrio
290,860,90,2025-11-20,08:35,Tarjeta,False,Barrio
291,23,103,2025-03-31,10:48,Efectivo,True,Barrio
292,943,184,2025-06-17,14:22,Tarjeta,False,Barrio
293,1238,44,2025-04-09,08:25,Tarjeta,False,Barrio
294,1452,13,2025-11-05,10:04,Tarjeta,False,Barrio
295,1697,55,2025-05-16,17:38,PayPal,False,Barrio
296,1333,186,2025-02-20,02:14,Tarjeta,True,Barrio
297,929,40,2025-01-06,17:56,Efectivo,False,Barrio
298,514,88,2025-07-18,21:28,Efectivo,False,Barrio
299,1978,182,2025-08-16,14:10,PayPal,False,Barrio
300,1135,79,2025-11-23,10:02,Tarjeta,False,Barrio
301,1416,104,2025-10-03,11:15,PayPal,False,Barrio
302,1681,96,2025-05-29,13:03,Efectivo,False,Barrio
303,668,153,2025-08-13,06:21,Tarjeta,True,Barrio
304,1201,92,2025-04-06,20:00,PayPal,False,Barrio
305,237,73,2025-11-26,16:55,Tarjeta,False,Barrio
306,299,195,2025-04-25,09:54,Tarjeta,True,Barrio
307,1658,6,2025-12-05,19:58,Efectivo,False,Fuera
308,1681,115,2025-03-22,15:34,Tarjeta,False,Barrio
309,1106,76,2025-02-27,13:39,Tarjeta,False,Barrio
310,233,184,2025-12-15,08:21,Tarjeta,False,Fuera
311,1045,190,2025-10-20,09:11,Tarjeta,False,Barrio
312,965,171,2025-01-26,04:07,Tarjeta,True,Barrio
313,1484,175,2025-09-15,21:06,Efectivo,False,Barrio
314,1414,178,2025-02-21,10:59,Tarjeta,False,Barrio
315,1748,146,2025-02-10,15:42,Efectivo,False,Barrio
316,1809,139,2025-08-15,16:18,Tarjeta,False,Barrio
317,1384,2,2025-07-31,09:57,Tarjeta,False,Barrio
318,1813,85,2025-12-10,16:03,Efectivo,False,Barrio
319,1610,71,2025-08-14,03:25,Tarjeta,True,Barrio
320,1537,134,2025-09-11,09:32,PayPal,False,Fuera
321,663,8,2025-09-06,15:10,PayPal,False,Barrio
322,629,11,2025-01-05,10:23,Tarjeta,True,Barrio
323,597,200,2025-01-17,16:56,Tarjeta,False,Barrio
324,100,1,2025-01-05,15:45,Efectivo,False,Barrio
325,1411,11,2025-08-29,13:32,Tarjeta,False,Barrio
326,1734,78,2025-12-17,01:18,Efectivo,True,Barrio
327,554,163,2025-06-02,21:55,Efectivo,False,Barrio
328,331,20,2025-05-25,18:56,Efectivo,False,Barrio
329,425,200,2025-12-13,12:11,Transferencia,False,Barrio
330,412,46,2025-06-18,15:43,Efectivo,False,Barrio
331,134,159,2025-12-06,13:49,PayPal,False,Barrio
332,1731,52,2025-12-15,17:28,Tarjeta,False,Barrio
333,245,179,2025-08-29,22:19,Tarjeta,True,Barrio
334,128,92,2025-12-11,21:26,Tarjeta,False,Barrio
335,942,106,2025-03-04,11:15,Tarjeta,False,Barrio
336,556,20,2025-12-11,17:56,Tarjeta,False,Fuera
337,289,159,2025-02-17,10:51,Efectivo,False,Barrio
338,876,94,2025-10-24,10:06,Tarjeta,False,Barrio
339,1394,54,2025-05-29,09:21,Tarjeta,True,Barrio
340,1317,7,2025-09-22,04:22,Tarjeta,True,Barrio
341,1036,177,2025-02-14,01:57,Tarjeta,True,Barrio
342,1813,35,2025-01-24,20:09,Tarjeta,False,Barrio
343,338,69,2025-05-08,08:25,Efectivo,False,Fuera
344,1769,129,2025-02-15,18:24,Tarjeta,False,Barrio
345,1695,192,2025-02-24,19:36,Tarjeta,False,Fuera
346,1702,164,2025-03-15,11:20,Bizum,False,Barrio
347,553,111,2025-05-27,19:29,Efectivo,False,Barrio
348,60,186,2025-07-24,15:59,Transferencia,False,Barrio
349,1678,194,2025-10-01,08:18,Tarjeta,False,Barrio
350,83,42,2025-01-02,11:49,Bizum,False,Barrio
351,1042,128,2025-12-07,16:57,Efectivo,False,Fuera
352,384,154,2025-11-21,00:36,Tarjeta,True,Barrio
353,530,79,2025-12-16,10:17,Transferencia,False,Barrio
354,261,22,2025-07-11,21:25,PayPal,False,Barrio
355,411,132,2025-01-23,15:42,Tarjeta,False,Barrio
356,275,152,2025-07-01,09:02,PayPal,False,Barrio
357,998,137,2025-08-06,13:14,Efectivo,False,Fuera
358,1856,77,2025-03-11,17:15,Efectivo,False,Barrio
359,411,154,2025-09-19,09:41,Tarjeta,False,Barrio
360,1013,136,2025-09-23,21:00,PayPal,False,Barrio
361,412,185,2025-05-22,18:31,Efectivo,False,Barrio
362,1471,52,2025-08-09,09:31,Bizum,False,Barrio
363,1589,21,2025-04-14,13:07,Efectivo,False,Barrio
364,1342,165,2025-02-09,08:47,Tarjeta,True,Barrio
365,833,178,2025-12-02,20:26,PayPal,False,Barrio
366,1010,186,2025-03-12,16:40,Tarjeta,False,Barrio
367,1792,188,2025-09-08,20:40,Tarjeta,False,Barrio
368,383,141,2025-09-26,13:53,Efectivo,False,Barrio
369,971,93,2025-06-05,13:15,Tarjeta,False,Barrio
370,1510,50,2025-07-12,19:55,Tarjeta,False,Fuera
371,1232,38,2025-08-05,07:16,Tarjeta,True,Fuera
372,642,7,2025-02-19,15:33,PayPal,False,Barrio
373,840,10,2025-01-03,10:01,Tarjeta,False,Barrio
374,1890,70,2025-04-21,13:42,Efectivo,False,Barrio
375,216,159,2025-03-18,19:55,PayPal,False,Barrio
376,646,85,2025-01-16,15:25,Transferencia,False,Barrio
377,1339,49,2025-03-17,12:47,PayPal,False,Fuera
378,1932,104,2025-06-29,09:58,Efectivo,False,Fuera
379,1808,81,2025-05-18,08:30,Tarjeta,False,Barrio
380,609,18,2025-08-20,12:08,PayPal,False,Fuera
381,1098,40,2025-01-03,09:14,Efectivo,False,Barrio
382,171,58,2025-10-17,05:44,Tarjeta,True,Barrio
383,64,178,2025-05-17,20:37,Tarjeta,True,Barrio
384,1511,34,2025-06-23,19:21,Tarjeta,False,Barrio
385,1902,138,2025-10-06,10:06,Tarjeta,False,Barrio
386,1257,72,2025-05-16,01:27,Efectivo,True,Barrio
387,26,49,2025-12-07,15:24,Transferencia,False,Barrio
388,823,118,2025-06-21,14:57,Transferencia,False,Barrio
389,1894,156,2025-12-28,21:52,Tarjeta,False,Barrio
390,734,79,2025-07-29,18:13,Bizum,False,Barrio
391,435,39,2025-01-06,18:35,Efectivo,False,Fuera
392,28,39,2025-03-17,21:37,Tarjeta,False,Barrio
393,89,97,2025-01-12,11:54,Tarjeta,False,Barrio
394,882,124,2025-11-22,14:58,Tarjeta,False,Barrio
395,1851,43,2025-10-10,13:16,Tarjeta,False,Barrio
396,1853,68,2025-08-09,09:15,Efectivo,True,Barrio
397,1380,124,2025-04-25,14:02,Efectivo,False,Barrio
398,870,44,2025-10-17,10:30,Efectivo,False,Barrio
399,284,41,2025-08-18,17:49,Tarjeta,False,Barrio
400,974,42,2025-01-10,10:20,Transferencia,False,Barrio
401,320,74,2025-07-19,19:58,PayPal,False,Barrio
402,538,38,2025-02-19,11:52,PayPal,False,Barrio
403,1556,2,2025-06-05,14:32,PayPal,False,Barrio
404,1726,133,2025-01-31,16:18,Tarjeta,False,Barrio
405,1996,181,2025-01-11,11:31,Efectivo,True,Barrio
406,1107,110,2025-01-23,08:33,PayPal,False,Barrio
407,1815,195,2025-07-25,11:38,Tarjeta,False,Barrio
408,904,137,2025-09-06,21:19,Tarjeta,False,Barrio
409,1270,36,2025-12-14,20:31,PayPal,False,Barrio
410,1280,106,2025-04-10,21:12,Tarjeta,False,Barrio
411,764,125,2025-11-20,05:00,Bizum,True,Barrio
412,24,99,2025-10-25,09:19,Tarjeta,False,Barrio
413,1303,198,2025-03-30,08:49,PayPal,False,Barrio
414,1417,54,2025-12-12,12:34,PayPal,False,Barrio
415,78,22,2025-03-29,19:44,Tarjeta,False,Barrio
416,1402,168,2025-05-17,15:15,Efectivo,False,Barrio
417,1451,121,2025-11-17,15:31,Bizum,False,Barrio
418,329,13,2025-06-03,13:06,Efectivo,False,Barrio
419,31,81,2025-12-08,02:59,Tarjeta,True,Barrio
420,1579,54,2025-05-25,20:31,Tarjeta,False,Barrio
421,1206,71,2025-01-06,09:37,Tarjeta,True,Barrio
422,1833,115,2025-02-10,12:13,Efectivo,False,Barrio
423,1403,38,2025-06-11,12:18,Tarjeta,True,Fuera
424,1193,138,2025-02-11,16:20,Tarjeta,False,Barrio
425,1203,93,2025-12-03,21:33,Bizum,False,Barrio
426,1227,31,2025-03-15,16:38,Transferencia,False,Barrio
427,690,77,2025-03-20,19:42,Efectivo,False,Barrio
428,1834,74,2025-12-06,19:03,Tarjeta,False,Barrio
429,106,102,2025-03-17,15:24,PayPal,False,Barrio
430,723,138,2025-06-28,09:25,Tarjeta,False,Barrio
431,458,130,2025-07-27,11:11,Efectivo,False,Barrio
432,574,174,2025-06-17,15:19,Tarjeta,False,Barrio
433,841,40,2025-06-09,20:54,Efectivo,False,Barrio
434,570,124,2025-01-06,13:42,Tarjeta,False,Barrio
435,1630,197,2025-10-30,21:39,Bizum,False,Barrio
436,1555,174,2025-12-04,21:17,Tarjeta,False,Barrio
437,18,38,2025-11-12,21:03,Transferencia,False,Barrio
438,483,199,2025-12-20,10:24,Efectivo,False,Barrio
439,1595,58,2025-02-26,19:33,Bizum,False,Barrio
440,1044,118,2025-10-15,13:42,Efectivo,False,Barrio
441,630,185,2025-10-04,11:08,Tarjeta,False,Barrio
442,1005,26,2025-03-09,11:12,Efectivo,False,Barrio
443,37,94,2025-07-13,16:59,Tarjeta,False,Barrio
444,388,3,2025-10-23,09:24,PayPal,False,Barrio
445,349,32,2025-05-01,08:59,PayPal,False,Barrio
446,1130,158,2025-01-31,12:52,Efectivo,False,Barrio
447,553,88,2025-09-13,16:01,Tarjeta,False,Barrio
448,882,97,2025-12-29,13:46,Tarjeta,False,Fuera
449,1664,77,2025-03-31,05:35,Tarjeta,True,Barrio
450,950,138,2025-10-08,14:43,Transferencia,False,Barrio
